Epoch,Train Loss,Validation Loss
0,8.967526,4.75816
1,5.765667,5.135209
2,6.446877,4.911872
3,4.926386,5.326003
4,5.118323,5.026193
5,4.090741,5.148645
6,3.448714,4.956776
7,3.370563,5.346276
8,3.034824,5.833002
9,3.137494,6.011789
10,2.992942,5.948567
11,2.108294,5.923484
12,1.861405,5.569935
13,1.497744,5.526183
14,1.297122,5.45711
15,1.224267,5.450019
16,1.078128,5.352482
17,1.002544,5.437369
18,0.973495,5.419557
19,0.952691,5.437342
