Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2100        -1160.872    -1170.031        9.159   521.0
0.2150        -1160.904    -1169.912        9.007   512.4
0.2200        -1160.910    -1169.526        8.615   490.1
0.2250        -1160.872    -1169.062        8.190   465.9
0.2300        -1160.802    -1168.818        8.017   456.0
0.2350        -1160.730    -1168.916        8.186   465.7
0.2400        -1160.684    -1169.149        8.465   481.5
0.2450        -1160.659    -1169.290        8.631   490.9
0.2500        -1160.654    -1169.581        8.927   507.8
0.2550        -1160.693    -1170.176        9.484   539.5
0.2600        -1160.788    -1170.771        9.984   567.9
0.2650        -1160.913    -1170.947       10.034   570.8
0.2700        -1161.028    -1170.836        9.808   557.9
0.2750        -1161.115    -1170.586        9.472   538.8
0.2800        -1161.169    -1170.364        9.195   523.1
0.2850        -1161.201    -1170.214        9.013   512.7
0.2900        -1161.215    -1170.025        8.811   501.2
0.2950        -1161.205    -1169.753        8.548   486.3
0.3000        -1161.168    -1169.437        8.268   470.3
0.3050        -1161.102    -1169.073        7.971   453.4
0.3100        -1161.007    -1168.688        7.681   436.9
0.3150        -1160.883    -1168.255        7.372   419.4
0.3200        -1160.729    -1167.875        7.146   406.5
0.3250        -1160.564    -1167.754        7.190   409.0
0.3300        -1160.416    -1167.914        7.498   426.5
0.3350        -1160.304    -1168.186        7.882   448.4
0.3400        -1160.229    -1168.454        8.225   467.9
0.3450        -1160.187    -1168.761        8.574   487.7
0.3500        -1160.182    -1169.103        8.921   507.5
0.3550        -1160.206    -1169.322        9.117   518.6
0.3600        -1160.237    -1169.296        9.059   515.3
0.3650        -1160.255    -1169.122        8.866   504.3
0.3700        -1160.257    -1168.988        8.731   496.7
0.3750        -1160.248    -1168.899        8.651   492.1
0.3800        -1160.228    -1168.712        8.485   482.6
0.3850        -1160.185    -1168.411        8.226   467.9
0.3900        -1160.122    -1168.251        8.130   462.4
0.3950        -1160.066    -1168.457        8.391   477.3
0.4000        -1160.043    -1168.802        8.759   498.2
0.4050        -1160.053    -1169.088        9.034   513.9
0.4100        -1160.086    -1169.305        9.219   524.4
0.4150        -1160.136    -1169.495        9.359   532.4
0.4200        -1160.195    -1169.533        9.339   531.2
0.4250        -1160.237    -1169.240        9.003   512.1
0.4300        -1160.233    -1168.673        8.440   480.1
0.4350        -1160.178    -1168.242        8.064   458.7
0.4400        -1160.104    -1168.240        8.135   462.8
0.4450        -1160.054    -1168.522        8.469   481.7
0.4500        -1160.033    -1168.725        8.692   494.5
0.4550        -1160.028    -1168.815        8.787   499.9
0.4600        -1160.031    -1168.928        8.897   506.1
0.4650        -1160.049    -1169.102        9.053   515.0
0.4700        -1160.081    -1169.239        9.159   521.0
0.4750        -1160.117    -1169.238        9.121   518.8
0.4800        -1160.144    -1169.132        8.988   511.3
0.4850        -1160.158    -1169.028        8.870   504.6
0.4900        -1160.167    -1169.081        8.915   507.1
0.4950        -1160.187    -1169.268        9.080   516.5
0.5000        -1160.219    -1169.303        9.085   516.8
0.5050        -1160.240    -1169.128        8.888   505.6
0.5100        -1160.243    -1169.013        8.771   498.9
0.5150        -1160.246    -1169.159        8.913   507.0
0.5200        -1160.266    -1169.317        9.051   514.9
0.5250        -1160.290    -1169.256        8.966   510.0
0.5300        -1160.298    -1169.059        8.761   498.3
0.5350        -1160.290    -1168.969        8.679   493.7
0.5400        -1160.283    -1169.043        8.760   498.3
0.5450        -1160.281    -1169.042        8.760   498.3
0.5500        -1160.272    -1168.871        8.599   489.1
0.5550        -1160.245    -1168.690        8.446   480.4
0.5600        -1160.211    -1168.724        8.513   484.3
0.5650        -1160.196    -1169.014        8.818   501.6
0.5700        -1160.213    -1169.312        9.100   517.6
0.5750        -1160.252    -1169.511        9.259   526.7
0.5800        -1160.300    -1169.521        9.221   524.5
0.5850        -1160.332    -1169.273        8.941   508.6
0.5900        -1160.330    -1168.896        8.566   487.3
0.5950        -1160.292    -1168.526        8.234   468.4
0.6000        -1160.226    -1168.266        8.040   457.4
0.6050        -1160.154    -1168.347        8.192   466.0
0.6100        -1160.113    -1168.709        8.596   489.0
0.6150        -1160.108    -1168.982        8.874   504.8
0.6200        -1160.121    -1169.092        8.971   510.3
0.6250        -1160.144    -1169.236        9.092   517.2
0.6300        -1160.181    -1169.399        9.218   524.4
0.6350        -1160.225    -1169.453        9.228   524.9
0.6400        -1160.268    -1169.489        9.221   524.5
0.6450        -1160.316    -1169.688        9.372   533.1
0.6500        -1160.386    -1170.000        9.614   546.9
0.6550        -1160.472    -1170.079        9.607   546.5
0.6600        -1160.537    -1169.691        9.154   520.7
0.6650        -1160.542    -1168.964        8.422   479.1
0.6700        -1160.472    -1168.201        7.729   439.7
0.6750        -1160.350    -1167.837        7.487   425.9
0.6800        -1160.225    -1167.844        7.619   433.4
0.6850        -1160.118    -1167.957        7.840   446.0
0.6900        -1160.033    -1168.092        8.060   458.5
0.6950        -1159.968    -1168.193        8.225   467.9
0.7000        -1159.913    -1168.137        8.224   467.8
0.7050        -1159.853    -1168.012        8.159   464.1
0.7100        -1159.790    -1167.983        8.193   466.0
0.7150        -1159.738    -1168.117        8.380   476.7
0.7200        -1159.708    -1168.361        8.652   492.2
0.7250        -1159.708    -1168.646        8.939   508.5
0.7300        -1159.733    -1168.897        9.164   521.3
0.7350        -1159.778    -1169.084        9.306   529.4
0.7400        -1159.831    -1169.135        9.304   529.3
0.7450        -1159.880    -1169.133        9.253   526.4
0.7500        -1159.923    -1169.104        9.181   522.3
0.7550        -1159.958    -1169.028        9.071   516.0
0.7600        -1159.984    -1169.019        9.035   513.9
0.7650        -1160.006    -1169.010        9.003   512.2
0.7700        -1160.033    -1169.219        9.186   522.6
0.7750        -1160.093    -1169.750        9.657   549.3
0.7800        -1160.197    -1170.177        9.980   567.7
0.7850        -1160.315    -1170.186        9.871   561.5
0.7900        -1160.406    -1169.885        9.479   539.2
0.7950        -1160.465    -1169.790        9.325   530.4
0.8000        -1160.518    -1169.793        9.275   527.6
0.8050        -1160.559    -1169.627        9.068   515.8
0.8100        -1160.570    -1169.219        8.649   492.0
0.8150        -1160.539    -1168.900        8.362   475.7
0.8200        -1160.502    -1169.078        8.576   487.8
0.8250        -1160.498    -1169.381        8.883   505.3
0.8300        -1160.503    -1169.178        8.676   493.5
0.8350        -1160.470    -1168.681        8.211   467.1
0.8400        -1160.402    -1168.520        8.118   461.8
0.8450        -1160.352    -1168.882        8.530   485.2
0.8500        -1160.344    -1169.196        8.852   503.5
0.8550        -1160.350    -1169.116        8.766   498.6
0.8600        -1160.332    -1168.744        8.412   478.5
0.8650        -1160.282    -1168.482        8.199   466.4
0.8700        -1160.219    -1168.307        8.088   460.1
0.8750        -1160.146    -1168.190        8.043   457.5
0.8800        -1160.072    -1168.150        8.078   459.5
0.8850        -1160.007    -1168.202        8.195   466.2
0.8900        -1159.952    -1168.234        8.282   471.1
0.8950        -1159.906    -1168.307        8.401   477.9
0.9000        -1159.876    -1168.491        8.616   490.1
0.9050        -1159.869    -1168.688        8.820   501.7
0.9100        -1159.874    -1168.731        8.857   503.8
0.9150        -1159.880    -1168.733        8.853   503.6
0.9200        -1159.888    -1168.854        8.966   510.0
0.9250        -1159.917    -1169.140        9.223   524.6
0.9300        -1159.972    -1169.444        9.472   538.8
0.9350        -1160.039    -1169.425        9.386   533.9
0.9400        -1160.080    -1169.048        8.969   510.2
0.9450        -1160.083    -1168.833        8.750   497.7
0.9500        -1160.089    -1169.124        9.035   514.0
0.9550        -1160.125    -1169.322        9.197   523.2
0.9600        -1160.153    -1169.013        8.860   504.0
0.9650        -1160.138    -1168.562        8.424   479.2
0.9700        -1160.100    -1168.580        8.479   482.4
0.9750        -1160.086    -1168.888        8.802   500.7
0.9800        -1160.092    -1168.915        8.824   501.9
0.9850        -1160.087    -1168.733        8.646   491.9
0.9900        -1160.074    -1168.783        8.709   495.4
0.9950        -1160.075    -1168.963        8.888   505.6
1.0000        -1160.090    -1169.038        8.949   509.0
1.0050        -1160.105    -1169.042        8.937   508.4
1.0100        -1160.121    -1169.052        8.931   508.1
1.0150        -1160.130    -1168.895        8.766   498.6
1.0200        -1160.115    -1168.599        8.484   482.6
1.0250        -1160.078    -1168.477        8.399   477.8
1.0300        -1160.051    -1168.776        8.725   496.3
1.0350        -1160.068    -1169.274        9.206   523.7
1.0400        -1160.124    -1169.576        9.452   537.6
1.0450        -1160.185    -1169.417        9.232   525.1
1.0500        -1160.206    -1168.881        8.675   493.5
1.0550        -1160.170    -1168.345        8.176   465.1
1.0600        -1160.104    -1168.296        8.192   466.0
1.0650        -1160.064    -1168.692        8.628   490.8
1.0700        -1160.066    -1169.025        8.958   509.6
1.0750        -1160.084    -1169.000        8.916   507.2
1.0800        -1160.089    -1168.859        8.770   498.9
1.0850        -1160.088    -1168.911        8.823   501.9
1.0900        -1160.101    -1169.167        9.066   515.7
1.0950        -1160.145    -1169.570        9.426   536.2
1.1000        -1160.223    -1169.927        9.704   552.0
1.1050        -1160.315    -1169.964        9.650   548.9
1.1100        -1160.385    -1169.659        9.274   527.6
1.1150        -1160.416    -1169.353        8.937   508.4
1.1200        -1160.426    -1169.312        8.886   505.5
1.1250        -1160.438    -1169.389        8.951   509.2
1.1300        -1160.456    -1169.431        8.975   510.5
1.1350        -1160.466    -1169.211        8.745   497.5
1.1400        -1160.442    -1168.715        8.273   470.6
1.1450        -1160.369    -1168.210        7.841   446.0
1.1500        -1160.266    -1168.015        7.748   440.8
1.1550        -1160.179    -1168.376        8.197   466.3
1.1600        -1160.152    -1169.047        8.894   505.9
1.1650        -1160.182    -1169.394        9.212   524.0
1.1700        -1160.220    -1169.254        9.035   513.9
1.1750        -1160.230    -1168.972        8.742   497.3
1.1800        -1160.222    -1168.946        8.724   496.3
1.1850        -1160.221    -1169.087        8.865   504.3
1.1900        -1160.229    -1169.048        8.819   501.7
1.1950        -1160.220    -1168.805        8.585   488.4
1.2000        -1160.197    -1168.803        8.606   489.6
1.2050        -1160.193    -1169.149        8.956   509.5
1.2100        -1160.220    -1169.332        9.112   518.3
1.2150        -1160.240    -1169.059        8.818   501.6
1.2200        -1160.225    -1168.700        8.475   482.1
1.2250        -1160.194    -1168.786        8.592   488.7
1.2300        -1160.195    -1169.230        9.036   514.0
1.2350        -1160.228    -1169.328        9.100   517.7
1.2400        -1160.237    -1168.775        8.538   485.7
1.2450        -1160.187    -1168.264        8.077   459.5
1.2500        -1160.118    -1168.339        8.221   467.6
1.2550        -1160.077    -1168.593        8.515   484.4
1.2600        -1160.047    -1168.386        8.339   474.4
1.2650        -1159.983    -1167.946        7.963   453.0
1.2700        -1159.903    -1168.046        8.143   463.2
1.2750        -1159.868    -1168.637        8.769   498.8
1.2800        -1159.882    -1168.874        8.992   511.5
1.2850        -1159.891    -1168.597        8.706   495.2
1.2900        -1159.874    -1168.484        8.610   489.8
1.2950        -1159.873    -1168.898        9.024   513.3
1.3000        -1159.916    -1169.273        9.356   532.2
1.3050        -1159.970    -1169.159        9.189   522.7
1.3100        -1159.992    -1168.785        8.793   500.2
1.3150        -1159.984    -1168.632        8.648   491.9
1.3200        -1159.976    -1168.827        8.850   503.4
1.3250        -1160.005    -1169.259        9.254   526.4
1.3300        -1160.046    -1169.037        8.991   511.4
1.3350        -1160.044    -1168.650        8.605   489.5
1.3400        -1160.032    -1168.923        8.891   505.8
1.3450        -1160.075    -1169.638        9.563   544.0
1.3500        -1160.168    -1169.948        9.781   556.4
1.3550        -1160.257    -1169.757        9.501   540.4
1.3600        -1160.315    -1169.549        9.234   525.3
1.3650        -1160.362    -1169.688        9.326   530.5
1.3700        -1160.425    -1169.929        9.504   540.6
1.3750        -1160.498    -1169.971        9.473   538.9
1.3800        -1160.560    -1169.850        9.290   528.5
1.3850        -1160.607    -1169.828        9.222   524.6
1.3900        -1160.650    -1169.818        9.168   521.5
1.3950        -1160.678    -1169.541        8.862   504.1
1.4000        -1160.664    -1169.037        8.373   476.3
1.4050        -1160.611    -1168.795        8.183   465.5
1.4100        -1160.559    -1168.941        8.383   476.8
1.4150        -1160.527    -1168.991        8.465   481.5
1.4200        -1160.476    -1168.439        7.963   453.0
1.4250        -1160.365    -1167.799        7.434   422.9
1.4300        -1160.233    -1167.906        7.673   436.5
1.4350        -1160.155    -1168.554        8.399   477.8
1.4400        -1160.132    -1168.753        8.621   490.4
1.4450        -1160.098    -1168.256        8.158   464.1
1.4500        -1160.014    -1167.839        7.825   445.1
1.4550        -1159.934    -1168.235        8.301   472.2
1.4600        -1159.919    -1168.906        8.987   511.2
1.4650        -1159.950    -1169.076        9.126   519.1
1.4700        -1159.970    -1168.796        8.826   502.0
1.4750        -1159.964    -1168.614        8.651   492.1
1.4800        -1159.946    -1168.530        8.584   488.3
1.4850        -1159.917    -1168.272        8.355   475.3
1.4900        -1159.855    -1167.883        8.028   456.7
1.4950        -1159.776    -1167.815        8.039   457.3
1.5000        -1159.709    -1167.961        8.252   469.4
1.5050        -1159.663    -1168.068        8.406   478.2
1.5100        -1159.629    -1168.233        8.604   489.4
1.5150        -1159.630    -1168.778        9.148   520.4
1.5200        -1159.698    -1169.577        9.879   562.0
1.5250        -1159.829    -1170.101       10.272   584.3
1.5300        -1159.969    -1170.009       10.040   571.1
1.5350        -1160.071    -1169.628        9.557   543.6
1.5400        -1160.134    -1169.435        9.301   529.1
1.5450        -1160.179    -1169.344        9.166   521.4
1.5500        -1160.208    -1169.143        8.935   508.3
1.5550        -1160.204    -1168.723        8.519   484.6
1.5600        -1160.163    -1168.443        8.280   471.0
1.5650        -1160.117    -1168.550        8.433   479.7
1.5700        -1160.095    -1168.787        8.691   494.4
1.5750        -1160.090    -1168.806        8.716   495.8
1.5800        -1160.082    -1168.814        8.731   496.7
1.5850        -1160.088    -1169.094        9.006   512.3
1.5900        -1160.128    -1169.468        9.340   531.3
1.5950        -1160.186    -1169.497        9.311   529.6
1.6000        -1160.227    -1169.269        9.041   514.3
1.6050        -1160.246    -1169.169        8.923   507.6
1.6100        -1160.265    -1169.258        8.993   511.6
1.6150        -1160.281    -1169.102        8.820   501.8
1.6200        -1160.268    -1168.709        8.441   480.2
1.6250        -1160.230    -1168.706        8.476   482.2
1.6300        -1160.224    -1169.255        9.031   513.7
1.6350        -1160.265    -1169.479        9.214   524.1
1.6400        -1160.292    -1169.093        8.801   500.6
1.6450        -1160.273    -1168.706        8.433   479.7
1.6500        -1160.245    -1168.925        8.679   493.7
1.6550        -1160.252    -1169.266        9.014   512.8
1.6600        -1160.272    -1169.135        8.863   504.2
1.6650        -1160.255    -1168.592        8.338   474.3
1.6700        -1160.199    -1168.424        8.225   467.9
1.6750        -1160.160    -1168.808        8.648   491.9
1.6800        -1160.169    -1169.232        9.063   515.5
1.6850        -1160.199    -1169.179        8.980   510.8
1.6900        -1160.202    -1168.805        8.603   489.4
1.6950        -1160.170    -1168.499        8.329   473.8
1.7000        -1160.122    -1168.401        8.278   470.9
1.7050        -1160.069    -1168.303        8.234   468.4
1.7100        -1160.017    -1168.381        8.365   475.8
1.7150        -1159.993    -1168.816        8.823   501.9
1.7200        -1160.020    -1169.291        9.271   527.4
1.7250        -1160.070    -1169.291        9.221   524.5
1.7300        -1160.098    -1168.938        8.841   502.9
1.7350        -1160.089    -1168.700        8.611   489.9
1.7400        -1160.076    -1168.821        8.745   497.5
1.7450        -1160.081    -1169.012        8.931   508.0
1.7500        -1160.097    -1169.017        8.920   507.4
1.7550        -1160.101    -1168.809        8.708   495.4
1.7600        -1160.082    -1168.548        8.466   481.6
1.7650        -1160.044    -1168.433        8.389   477.2
1.7700        -1160.016    -1168.693        8.676   493.5
1.7750        -1160.021    -1168.991        8.970   510.3
1.7800        -1160.046    -1169.110        9.064   515.6
1.7850        -1160.069    -1168.976        8.907   506.7
1.7900        -1160.069    -1168.696        8.627   490.7
1.7950        -1160.042    -1168.452        8.409   478.4
1.8000        -1160.004    -1168.428        8.424   479.2
1.8050        -1159.976    -1168.569        8.593   488.8
1.8100        -1159.969    -1168.840        8.871   504.6
1.8150        -1159.994    -1169.230        9.236   525.4
1.8200        -1160.056    -1169.615        9.559   543.8
1.8250        -1160.136    -1169.679        9.543   542.8
1.8300        -1160.199    -1169.384        9.185   522.5
1.8350        -1160.220    -1169.005        8.786   499.8
1.8400        -1160.216    -1168.981        8.765   498.6
1.8450        -1160.229    -1169.302        9.073   516.1
1.8500        -1160.270    -1169.519        9.249   526.1
1.8550        -1160.310    -1169.319        9.009   512.5
1.8600        -1160.315    -1168.945        8.630   490.9
1.8650        -1160.293    -1168.838        8.545   486.1
1.8700        -1160.278    -1169.001        8.723   496.2
1.8750        -1160.277    -1169.077        8.800   500.6
1.8800        -1160.276    -1168.987        8.710   495.5
1.8850        -1160.264    -1168.877        8.613   489.9
1.8900        -1160.248    -1168.886        8.638   491.4
1.8950        -1160.235    -1168.909        8.674   493.4
1.9000        -1160.226    -1168.930        8.704   495.2
1.9050        -1160.219    -1168.964        8.744   497.4
1.9100        -1160.219    -1169.072        8.853   503.6
1.9150        -1160.230    -1169.164        8.934   508.2
1.9200        -1160.241    -1169.072        8.831   502.3
1.9250        -1160.232    -1168.790        8.558   486.8
1.9300        -1160.198    -1168.599        8.401   477.9
1.9350        -1160.160    -1168.656        8.496   483.3
1.9400        -1160.134    -1168.698        8.564   487.2
1.9450        -1160.105    -1168.535        8.429   479.5
1.9500        -1160.060    -1168.357        8.297   472.0
1.9550        -1160.011    -1168.374        8.363   475.7
1.9600        -1159.973    -1168.507        8.534   485.5
1.9650        -1159.959    -1168.817        8.858   503.9
1.9700        -1159.984    -1169.289        9.304   529.3
1.9750        -1160.053    -1169.753        9.700   551.8
1.9800        -1160.149    -1169.895        9.746   554.4
1.9850        -1160.226    -1169.534        9.308   529.5
1.9900        -1160.249    -1168.979        8.730   496.6
1.9950        -1160.226    -1168.694        8.468   481.7
2.0000        -1160.199    -1168.798        8.599   489.2
2.0050        -1160.184    -1168.804        8.620   490.3
2.0100        -1160.159    -1168.538        8.379   476.6
2.0150        -1160.111    -1168.358        8.247   469.1
2.0200        -1160.062    -1168.490        8.428   479.4
2.0250        -1160.038    -1168.725        8.688   494.2
2.0300        -1160.040    -1168.974        8.934   508.2
2.0350        -1160.056    -1168.976        8.920   507.4
2.0400        -1160.066    -1168.966        8.900   506.3
2.0450        -1160.083    -1169.117        9.034   513.9
2.0500        -1160.110    -1169.135        9.025   513.4
2.0550        -1160.122    -1168.867        8.745   497.5
2.0600        -1160.106    -1168.652        8.546   486.1
2.0650        -1160.082    -1168.659        8.578   487.9
2.0700        -1160.072    -1168.961        8.889   505.7
2.0750        -1160.103    -1169.437        9.334   531.0
2.0800        -1160.170    -1169.710        9.540   542.7
2.0850        -1160.237    -1169.538        9.301   529.1
2.0900        -1160.274    -1169.336        9.062   515.5
2.0950        -1160.305    -1169.516        9.211   523.9
2.1000        -1160.361    -1169.843        9.482   539.4
2.1050        -1160.431    -1169.847        9.417   535.7
2.1100        -1160.481    -1169.631        9.150   520.5
2.1150        -1160.508    -1169.469        8.962   509.8
2.1200        -1160.521    -1169.409        8.888   505.6
2.1250        -1160.526    -1169.273        8.747   497.6
2.1300        -1160.508    -1168.931        8.422   479.1
2.1350        -1160.456    -1168.608        8.152   463.7
2.1400        -1160.398    -1168.769        8.371   476.2
2.1450        -1160.380    -1169.300        8.919   507.4
2.1500        -1160.412    -1169.660        9.248   526.1
2.1550        -1160.452    -1169.463        9.011   512.6
2.1600        -1160.449    -1168.898        8.450   480.7
2.1650        -1160.395    -1168.496        8.101   460.8
2.1700        -1160.326    -1168.468        8.142   463.2
2.1750        -1160.266    -1168.500        8.233   468.3
2.1800        -1160.208    -1168.384        8.176   465.1
2.1850        -1160.146    -1168.346        8.200   466.5
2.1900        -1160.095    -1168.481        8.386   477.0
2.1950        -1160.058    -1168.448        8.390   477.3
2.2000        -1160.003    -1168.009        8.006   455.4
2.2050        -1159.906    -1167.590        7.684   437.1
2.2100        -1159.801    -1167.676        7.875   448.0
2.2150        -1159.727    -1167.969        8.242   468.9
2.2200        -1159.681    -1168.073        8.393   477.4
2.2250        -1159.646    -1168.189        8.543   486.0
2.2300        -1159.639    -1168.599        8.960   509.7
2.2350        -1159.678    -1169.104        9.426   536.2
2.2400        -1159.753    -1169.358        9.605   546.4
2.2450        -1159.829    -1169.242        9.414   535.5
2.2500        -1159.878    -1169.043        9.165   521.4
2.2550        -1159.912    -1169.022        9.110   518.2
2.2600        -1159.942    -1168.960        9.018   513.0
2.2650        -1159.954    -1168.702        8.748   497.6
2.2700        -1159.937    -1168.445        8.508   484.0
2.2750        -1159.910    -1168.525        8.615   490.1
2.2800        -1159.911    -1168.953        9.042   514.3
2.2850        -1159.954    -1169.328        9.375   533.3
2.2900        -1160.014    -1169.383        9.369   533.0
2.2950        -1160.066    -1169.302        9.236   525.4
2.3000        -1160.108    -1169.311        9.203   523.5
2.3050        -1160.149    -1169.347        9.198   523.2
2.3100        -1160.188    -1169.335        9.147   520.3
2.3150        -1160.216    -1169.173        8.957   509.5
2.3200        -1160.221    -1168.950        8.729   496.5
2.3250        -1160.218    -1169.057        8.839   502.8
2.3300        -1160.230    -1169.250        9.020   513.1
2.3350        -1160.265    -1169.566        9.301   529.1
2.3400        -1160.325    -1169.752        9.427   536.2
2.3450        -1160.381    -1169.571        9.190   522.8
2.3500        -1160.405    -1169.295        8.890   505.7
2.3550        -1160.414    -1169.335        8.921   507.5
2.3600        -1160.435    -1169.494        9.059   515.3
2.3650        -1160.461    -1169.487        9.025   513.4
2.3700        -1160.481    -1169.448        8.967   510.1
2.3750        -1160.503    -1169.563        9.060   515.4
2.3800        -1160.532    -1169.573        9.041   514.3
2.3850        -1160.546    -1169.290        8.744   497.4
2.3900        -1160.524    -1168.916        8.392   477.4
2.3950        -1160.482    -1168.886        8.404   478.0
2.4000        -1160.455    -1169.102        8.647   491.9
2.4050        -1160.446    -1169.137        8.691   494.4
2.4100        -1160.425    -1168.836        8.410   478.4
2.4150        -1160.371    -1168.449        8.077   459.5
2.4200        -1160.293    -1168.256        7.964   453.0
2.4250        -1160.213    -1168.225        8.013   455.8
2.4300        -1160.134    -1168.106        7.971   453.5
2.4350        -1160.047    -1167.913        7.866   447.5
2.4400        -1159.958    -1168.003        8.045   457.6
2.4450        -1159.906    -1168.473        8.567   487.4
2.4500        -1159.904    -1168.850        8.945   508.8
2.4550        -1159.917    -1168.701        8.784   499.7
2.4600        -1159.901    -1168.378        8.477   482.2
2.4650        -1159.864    -1168.252        8.388   477.1
2.4700        -1159.824    -1168.194        8.370   476.1
2.4750        -1159.779    -1168.076        8.298   472.0
2.4800        -1159.731    -1168.100        8.369   476.1
2.4850        -1159.702    -1168.409        8.707   495.3
2.4900        -1159.717    -1168.929        9.212   524.0
2.4950        -1159.775    -1169.256        9.482   539.4
2.5000        -1159.844    -1169.272        9.428   536.3
2.5050        -1159.903    -1169.272        9.369   533.0
2.5100        -1159.964    -1169.403        9.439   536.9
2.5150        -1160.029    -1169.431        9.402   534.8
2.5200        -1160.080    -1169.246        9.166   521.4
2.5250        -1160.111    -1169.231        9.120   518.8
2.5300        -1160.154    -1169.504        9.350   531.9
2.5350        -1160.221    -1169.800        9.579   544.9
2.5400        -1160.302    -1169.818        9.515   541.3
2.5450        -1160.349    -1169.265        8.916   507.2
2.5500        -1160.333    -1168.633        8.301   472.2
2.5550        -1160.270    -1168.353        8.083   459.8
2.5600        -1160.201    -1168.377        8.175   465.1
2.5650        -1160.150    -1168.574        8.424   479.2
2.5700        -1160.130    -1168.933        8.803   500.8
2.5750        -1160.149    -1169.309        9.160   521.0
2.5800        -1160.191    -1169.454        9.263   526.9
2.5850        -1160.239    -1169.438        9.200   523.3
2.5900        -1160.263    -1169.096        8.833   502.5
2.5950        -1160.255    -1168.869        8.614   490.0
2.6000        -1160.239    -1168.923        8.684   494.0
2.6050        -1160.235    -1169.011        8.777   499.3
2.6100        -1160.225    -1168.792        8.566   487.3
2.6150        -1160.194    -1168.635        8.442   480.2
2.6200        -1160.172    -1168.964        8.793   500.2
2.6250        -1160.196    -1169.484        9.289   528.4
2.6300        -1160.256    -1169.671        9.415   535.6
2.6350        -1160.305    -1169.387        9.082   516.6
2.6400        -1160.315    -1168.981        8.666   493.0
2.6450        -1160.292    -1168.787        8.495   483.2
2.6500        -1160.264    -1168.816        8.552   486.5
2.6550        -1160.248    -1168.988        8.740   497.2
2.6600        -1160.250    -1169.110        8.860   504.0
2.6650        -1160.254    -1169.025        8.771   498.9
2.6700        -1160.243    -1168.797        8.554   486.6
2.6750        -1160.212    -1168.635        8.423   479.2
2.6800        -1160.174    -1168.604        8.430   479.5
2.6850        -1160.142    -1168.661        8.519   484.6
2.6900        -1160.116    -1168.640        8.524   484.9
2.6950        -1160.090    -1168.656        8.566   487.3
2.7000        -1160.078    -1168.918        8.840   502.9
2.7050        -1160.099    -1169.229        9.130   519.4
2.7100        -1160.130    -1169.114        8.983   511.0
2.7150        -1160.129    -1168.650        8.521   484.7
2.7200        -1160.088    -1168.358        8.270   470.4
2.7250        -1160.038    -1168.379        8.341   474.5
2.7300        -1159.995    -1168.330        8.335   474.2
2.7350        -1159.942    -1168.098        8.156   464.0
2.7400        -1159.875    -1168.029        8.154   463.8
2.7450        -1159.823    -1168.254        8.431   479.6
2.7500        -1159.801    -1168.546        8.745   497.4
2.7550        -1159.811    -1168.872        9.061   515.4
2.7600        -1159.852    -1169.219        9.367   532.9
2.7650        -1159.918    -1169.414        9.497   540.2
2.7700        -1159.984    -1169.339        9.356   532.2
2.7750        -1160.026    -1169.068        9.042   514.3
2.7800        -1160.042    -1168.940        8.898   506.1
