Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.4900        -1162.973    -1171.335        8.362   472.2
1.4950        -1162.929    -1171.356        8.426   475.8
1.5000        -1162.884    -1171.208        8.325   470.1
1.5050        -1162.830    -1171.183        8.353   471.7
1.5100        -1162.798    -1171.543        8.745   493.8
1.5150        -1162.809    -1171.916        9.107   514.2
1.5200        -1162.843    -1171.959        9.116   514.8
1.5250        -1162.863    -1171.774        8.912   503.3
1.5300        -1162.866    -1171.760        8.894   502.2
1.5350        -1162.874    -1171.891        9.017   509.2
1.5400        -1162.892    -1171.930        9.038   510.4
1.5450        -1162.897    -1171.673        8.776   495.6
1.5500        -1162.878    -1171.522        8.644   488.1
1.5550        -1162.860    -1171.641        8.781   495.9
1.5600        -1162.857    -1171.802        8.946   505.2
1.5650        -1162.864    -1171.818        8.954   505.6
1.5700        -1162.871    -1171.909        9.038   510.4
1.5750        -1162.904    -1172.298        9.394   530.5
1.5800        -1162.963    -1172.493        9.530   538.1
1.5850        -1163.020    -1172.261        9.241   521.8
1.5900        -1163.031    -1171.769        8.738   493.4
1.5950        -1163.013    -1171.743        8.729   492.9
1.6000        -1163.015    -1172.193        9.178   518.3
1.6050        -1163.071    -1172.636        9.565   540.1
1.6100        -1163.142    -1172.585        9.443   533.3
1.6150        -1163.189    -1172.311        9.122   515.1
1.6200        -1163.207    -1172.059        8.852   499.9
1.6250        -1163.206    -1172.019        8.813   497.7
1.6300        -1163.211    -1172.187        8.977   506.9
1.6350        -1163.233    -1172.338        9.105   514.1
1.6400        -1163.250    -1172.095        8.845   499.5
1.6450        -1163.233    -1171.684        8.451   477.2
1.6500        -1163.178    -1171.333        8.155   460.5
1.6550        -1163.109    -1171.284        8.175   461.7
1.6600        -1163.054    -1171.505        8.451   477.2
1.6650        -1163.028    -1171.716        8.688   490.6
1.6700        -1163.018    -1171.802        8.784   496.0
1.6750        -1163.023    -1172.038        9.015   509.1
1.6800        -1163.046    -1172.230        9.184   518.6
1.6850        -1163.088    -1172.499        9.411   531.4
1.6900        -1163.145    -1172.556        9.411   531.4
1.6950        -1163.189    -1172.330        9.140   516.2
1.7000        -1163.199    -1172.013        8.814   497.7
1.7050        -1163.188    -1171.896        8.708   491.8
1.7100        -1163.166    -1171.762        8.596   485.4
1.7150        -1163.131    -1171.605        8.474   478.5
1.7200        -1163.077    -1171.310        8.233   464.9
1.7250        -1163.008    -1171.198        8.190   462.5
1.7300        -1162.947    -1171.332        8.385   473.5
1.7350        -1162.908    -1171.548        8.640   487.9
1.7400        -1162.894    -1171.731        8.837   499.0
1.7450        -1162.899    -1171.931        9.032   510.0
1.7500        -1162.920    -1171.932        9.012   508.9
1.7550        -1162.929    -1171.699        8.770   495.2
1.7600        -1162.913    -1171.406        8.493   479.6
1.7650        -1162.870    -1171.147        8.277   467.4
1.7700        -1162.813    -1171.074        8.261   466.5
1.7750        -1162.762    -1171.161        8.399   474.3
1.7800        -1162.729    -1171.395        8.666   489.4
1.7850        -1162.721    -1171.609        8.888   501.9
1.7900        -1162.734    -1171.912        9.178   518.3
1.7950        -1162.779    -1172.243        9.465   534.5
1.8000        -1162.837    -1172.246        9.409   531.3
1.8050        -1162.887    -1172.109        9.222   520.8
1.8100        -1162.907    -1171.794        8.886   501.8
1.8150        -1162.911    -1171.807        8.897   502.4
1.8200        -1162.924    -1171.959        9.036   510.2
1.8250        -1162.953    -1172.132        9.179   518.3
1.8300        -1162.993    -1172.223        9.231   521.3
1.8350        -1163.035    -1172.283        9.249   522.3
1.8400        -1163.072    -1172.195        9.123   515.2
1.8450        -1163.098    -1172.155        9.056   511.4
1.8500        -1163.123    -1172.209        9.086   513.1
1.8550        -1163.150    -1172.266        9.116   514.8
1.8600        -1163.172    -1172.084        8.912   503.3
1.8650        -1163.177    -1172.068        8.892   502.1
1.8700        -1163.194    -1172.386        9.192   519.1
1.8750        -1163.244    -1172.710        9.466   534.6
1.8800        -1163.297    -1172.559        9.263   523.1
1.8850        -1163.324    -1172.275        8.951   505.5
1.8900        -1163.323    -1172.062        8.740   493.5
1.8950        -1163.309    -1171.937        8.627   487.2
1.9000        -1163.282    -1171.656        8.375   472.9
1.9050        -1163.223    -1171.319        8.096   457.2
1.9100        -1163.148    -1171.247        8.099   457.4
1.9150        -1163.079    -1171.315        8.235   465.1
1.9200        -1163.022    -1171.300        8.279   467.5
1.9250        -1162.969    -1171.327        8.358   472.0
1.9300        -1162.917    -1171.294        8.377   473.1
1.9350        -1162.869    -1171.329        8.460   477.7
1.9400        -1162.833    -1171.399        8.566   483.7
1.9450        -1162.805    -1171.387        8.581   484.6
1.9500        -1162.787    -1171.471        8.685   490.4
1.9550        -1162.779    -1171.543        8.764   494.9
1.9600        -1162.771    -1171.557        8.786   496.2
1.9650        -1162.755    -1171.367        8.612   486.3
1.9700        -1162.725    -1171.354        8.630   487.3
1.9750        -1162.718    -1171.733        9.015   509.1
1.9800        -1162.749    -1172.016        9.267   523.3
1.9850        -1162.797    -1172.076        9.280   524.0
1.9900        -1162.836    -1171.909        9.073   512.3
1.9950        -1162.854    -1171.823        8.970   506.5
2.0000        -1162.867    -1171.769        8.902   502.7
2.0050        -1162.877    -1171.787        8.910   503.2
2.0100        -1162.884    -1171.765        8.880   501.5
2.0150        -1162.892    -1171.812        8.919   503.7
2.0200        -1162.909    -1171.965        9.056   511.4
2.0250        -1162.942    -1172.188        9.246   522.1
2.0300        -1162.990    -1172.244        9.255   522.6
2.0350        -1163.026    -1172.057        9.031   510.0
2.0400        -1163.030    -1171.689        8.659   489.0
2.0450        -1163.008    -1171.567        8.559   483.3
2.0500        -1162.988    -1171.667        8.679   490.1
2.0550        -1162.984    -1171.845        8.861   500.4
2.0600        -1162.993    -1171.913        8.920   503.7
2.0650        -1163.005    -1171.945        8.940   504.8
2.0700        -1163.014    -1171.875        8.860   500.3
2.0750        -1163.013    -1171.729        8.717   492.2
2.0800        -1162.983    -1171.286        8.303   468.9
2.0850        -1162.907    -1170.877        7.969   450.0
2.0900        -1162.818    -1170.984        8.166   461.1
2.0950        -1162.779    -1171.775        8.996   508.0
2.1000        -1162.827    -1172.558        9.730   549.5
2.1050        -1162.920    -1172.799        9.880   557.9
2.1100        -1163.009    -1172.535        9.526   537.9
2.1150        -1163.040    -1171.940        8.900   502.6
2.1200        -1163.034    -1171.843        8.809   497.4
2.1250        -1163.038    -1172.164        9.126   515.3
2.1300        -1163.079    -1172.513        9.434   532.7
2.1350        -1163.128    -1172.449        9.321   526.4
2.1400        -1163.162    -1172.232        9.071   512.2
2.1450        -1163.169    -1172.092        8.923   503.9
2.1500        -1163.175    -1172.099        8.924   503.9
2.1550        -1163.166    -1171.831        8.665   489.3
2.1600        -1163.127    -1171.486        8.359   472.0
2.1650        -1163.073    -1171.579        8.506   480.3
2.1700        -1163.057    -1172.055        8.998   508.1
2.1750        -1163.078    -1172.224        9.146   516.5
2.1800        -1163.088    -1171.854        8.765   495.0
2.1850        -1163.056    -1171.469        8.414   475.1
2.1900        -1163.005    -1171.404        8.399   474.3
2.1950        -1162.962    -1171.519        8.557   483.2
2.2000        -1162.929    -1171.450        8.521   481.2
2.2050        -1162.882    -1171.188        8.305   469.0
2.2100        -1162.815    -1171.033        8.218   464.1
2.2150        -1162.765    -1171.464        8.698   491.2
2.2200        -1162.776    -1172.113        9.337   527.2
2.2250        -1162.832    -1172.335        9.504   536.7
2.2300        -1162.882    -1172.074        9.192   519.1
2.2350        -1162.894    -1171.745        8.851   499.8
2.2400        -1162.900    -1171.883        8.983   507.3
2.2450        -1162.924    -1172.060        9.137   515.9
2.2500        -1162.955    -1172.043        9.088   513.2
2.2550        -1162.974    -1171.899        8.925   504.0
2.2600        -1162.987    -1171.997        9.010   508.8
2.2650        -1163.017    -1172.231        9.215   520.4
