Epoch,Train Loss,Validation Loss
0,24.316395,22.860501
1,18.933674,9.40652
2,5.826523,5.731201
3,5.04588,5.914835
4,4.909779,6.149411
5,4.612354,6.182272
6,4.318116,6.425262
7,3.939211,6.151427
8,3.402372,5.917734
9,2.930869,5.788406
10,2.467548,5.620971
11,2.128637,5.876557
12,1.930426,5.550344
13,1.831605,5.549583
14,1.623178,5.630326
15,1.547672,5.828844
16,1.501892,5.817667
17,1.437576,5.748289
18,1.40333,5.751871
19,1.385841,5.750254
