Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4000        -1161.837    -1173.041       11.204   628.1
0.4050        -1161.896    -1173.140       11.243   630.3
0.4100        -1161.956    -1173.224       11.268   631.7
0.4150        -1162.024    -1173.411       11.387   638.3
0.4200        -1162.107    -1173.595       11.488   644.0
0.4250        -1162.183    -1173.425       11.242   630.3
0.4300        -1162.226    -1173.158       10.932   612.9
0.4350        -1162.235    -1172.817       10.582   593.2
0.4400        -1162.217    -1172.653       10.436   585.1
0.4450        -1162.183    -1172.519       10.336   579.4
0.4500        -1162.156    -1172.707       10.551   591.5
0.4550        -1162.141    -1172.647       10.506   588.9
0.4600        -1162.114    -1172.380       10.266   575.5
0.4650        -1162.067    -1172.183       10.117   567.1
0.4700        -1162.016    -1172.106       10.090   565.7
0.4750        -1161.960    -1171.946        9.986   559.8
0.4800        -1161.894    -1171.896       10.003   560.7
0.4850        -1161.848    -1172.250       10.402   583.1
0.4900        -1161.853    -1172.879       11.026   618.1
0.4950        -1161.903    -1173.236       11.333   635.3
0.5000        -1161.968    -1173.406       11.438   641.2
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1169.393    -1180.286       10.894   615.2
0.0050        -1169.454    -1179.473       10.019   565.8
0.0100        -1169.318    -1177.649        8.331   470.5
0.0150        -1169.020    -1176.011        6.991   394.8
0.0200        -1168.628    -1175.120        6.491   366.6
0.0250        -1168.206    -1174.499        6.294   355.4
0.0300        -1167.759    -1173.752        5.993   338.4
0.0350        -1167.285    -1173.131        5.846   330.1
0.0400        -1166.816    -1172.928        6.113   345.2
0.0450        -1166.380    -1172.799        6.419   362.5
0.0500        -1165.957    -1172.240        6.283   354.8
0.0550        -1165.506    -1171.479        5.974   337.3
0.0600        -1165.049    -1171.359        6.310   356.3
0.0650        -1164.658    -1171.878        7.220   407.7
0.0700        -1164.355    -1172.275        7.920   447.2
0.0750        -1164.090    -1172.033        7.942   448.5
0.0800        -1163.811    -1171.529        7.717   435.8
0.0850        -1163.519    -1171.246        7.727   436.4
0.0900        -1163.236    -1171.102        7.866   444.2
0.0950        -1162.954    -1170.642        7.687   434.1
0.1000        -1162.644    -1170.020        7.376   416.5
0.1050        -1162.317    -1169.781        7.464   421.5
0.1100        -1162.022    -1170.012        7.990   451.2
0.1150        -1161.784    -1170.299        8.515   480.8
0.1200        -1161.582    -1170.262        8.680   490.2
0.1250        -1161.387    -1170.068        8.681   490.2
0.1300        -1161.196    -1170.003        8.807   497.3
0.1350        -1161.027    -1170.120        9.093   513.5
0.1400        -1160.889    -1170.365        9.476   535.1
0.1450        -1160.796    -1170.733        9.936   561.1
0.1500        -1160.740    -1170.915       10.175   574.6
0.1550        -1160.703    -1171.008       10.305   581.9
0.1600        -1160.679    -1171.153       10.474   591.5
0.1650        -1160.677    -1171.403       10.726   605.7
0.1700        -1160.695    -1171.502       10.807   610.3
0.1750        -1160.712    -1171.479       10.767   608.0
0.1800        -1160.727    -1171.441       10.714   605.0
0.1850        -1160.727    -1171.179       10.452   590.2
0.1900        -1160.694    -1170.841       10.147   573.0
0.1950        -1160.639    -1170.659       10.020   565.8
0.2000        -1160.573    -1170.484        9.911   559.7
0.2050        -1160.500    -1170.439        9.938   561.2
0.2100        -1160.440    -1170.604       10.164   573.9
0.2150        -1160.408    -1170.921       10.513   593.7
0.2200        -1160.410    -1171.178       10.768   608.1
0.2250        -1160.418    -1170.991       10.573   597.1
0.2300        -1160.395    -1170.618       10.224   577.3
0.2350        -1160.345    -1170.449       10.104   570.5
0.2400        -1160.296    -1170.531       10.235   577.9
0.2450        -1160.270    -1170.824       10.554   596.0
0.2500        -1160.279    -1171.232       10.953   618.5
0.2550        -1160.334    -1171.785       11.451   646.6
0.2600        -1160.436    -1172.271       11.835   668.3
0.2650        -1160.559    -1172.297       11.739   662.9
0.2700        -1160.646    -1171.822       11.176   631.1
0.2750        -1160.681    -1171.485       10.804   610.1
0.2800        -1160.700    -1171.552       10.852   612.8
0.2850        -1160.731    -1171.723       10.992   620.7
0.2900        -1160.766    -1171.618       10.852   612.8
0.2950        -1160.771    -1171.156       10.385   586.4
0.3000        -1160.721    -1170.539        9.818   554.4
0.3050        -1160.621    -1170.008        9.386   530.0
0.3100        -1160.486    -1169.645        9.159   517.2
0.3150        -1160.342    -1169.564        9.222   520.8
0.3200        -1160.208    -1169.542        9.334   527.1
0.3250        -1160.084    -1169.461        9.377   529.5
0.3300        -1159.956    -1169.218        9.262   523.1
0.3350        -1159.812    -1168.906        9.093   513.5
0.3400        -1159.657    -1168.748        9.091   513.4
0.3450        -1159.521    -1169.059        9.537   538.6
0.3500        -1159.444    -1169.636       10.192   575.5
0.3550        -1159.424    -1170.017       10.592   598.1
0.3600        -1159.421    -1169.904       10.483   592.0
0.3650        -1159.395    -1169.626       10.231   577.7
0.3700        -1159.355    -1169.609       10.254   579.1
0.3750        -1159.332    -1169.884       10.552   595.9
0.3800        -1159.336    -1170.086       10.750   607.0
0.3850        -1159.355    -1170.226       10.871   613.9
0.3900        -1159.385    -1170.329       10.944   618.0
0.3950        -1159.417    -1170.286       10.869   613.8
0.4000        -1159.429    -1170.004       10.574   597.1
0.4050        -1159.420    -1169.974       10.555   596.0
0.4100        -1159.429    -1170.390       10.961   619.0
0.4150        -1159.485    -1170.891       11.406   644.1
0.4200        -1159.568    -1171.023       11.455   646.9
0.4250        -1159.642    -1170.928       11.286   637.3
0.4300        -1159.704    -1170.949       11.245   635.0
0.4350        -1159.769    -1171.066       11.297   638.0
0.4400        -1159.833    -1171.022       11.189   631.8
0.4450        -1159.879    -1170.810       10.931   617.3
0.4500        -1159.901    -1170.633       10.733   606.1
0.4550        -1159.905    -1170.454       10.548   595.7
0.4600        -1159.884    -1170.085       10.201   576.1
0.4650        -1159.831    -1169.890       10.059   568.0
0.4700        -1159.789    -1170.244       10.455   590.4
0.4750        -1159.789    -1170.528       10.740   606.5
0.4800        -1159.787    -1170.149       10.362   585.1
0.4850        -1159.734    -1169.580        9.846   556.0
0.4900        -1159.656    -1169.594        9.938   561.2
0.4950        -1159.610    -1170.046       10.436   589.3
0.5000        -1159.612    -1170.429       10.818   610.9
0.5050        -1159.640    -1170.601       10.961   618.9
0.5100        -1159.680    -1170.742       11.063   624.7
0.5150        -1159.728    -1170.832       11.104   627.0
0.5200        -1159.769    -1170.643       10.874   614.1
0.5250        -1159.778    -1170.305       10.527   594.5
0.5300        -1159.761    -1170.201       10.439   589.5
0.5350        -1159.749    -1170.341       10.592   598.1
0.5400        -1159.753    -1170.469       10.716   605.1
0.5450        -1159.761    -1170.448       10.687   603.5
0.5500        -1159.764    -1170.341       10.577   597.3
0.5550        -1159.751    -1170.110       10.359   585.0
0.5600        -1159.714    -1169.839       10.124   571.7
0.5650        -1159.663    -1169.791       10.128   571.9
0.5700        -1159.630    -1170.161       10.532   594.7
0.5750        -1159.647    -1170.725       11.078   625.6
0.5800        -1159.706    -1170.943       11.237   634.6
0.5850        -1159.755    -1170.626       10.871   613.9
0.5900        -1159.758    -1170.150       10.392   586.8
0.5950        -1159.721    -1169.822       10.101   570.4
0.6000        -1159.663    -1169.595        9.933   560.9
0.6050        -1159.587    -1169.368        9.781   552.3
0.6100        -1159.508    -1169.500        9.993   564.3
0.6150        -1159.476    -1170.205       10.729   605.9
0.6200        -1159.527    -1171.053       11.526   650.9
0.6250        -1159.633    -1171.309       11.676   659.4
0.6300        -1159.717    -1170.794       11.078   625.6
0.6350        -1159.727    -1170.057       10.330   583.3
0.6400        -1159.684    -1169.792       10.109   570.8
0.6450        -1159.639    -1169.869       10.230   577.7
0.6500        -1159.602    -1169.822       10.219   577.1
0.6550        -1159.556    -1169.610       10.054   567.8
0.6600        -1159.495    -1169.458        9.964   562.7
0.6650        -1159.431    -1169.440       10.010   565.3
0.6700        -1159.375    -1169.492       10.118   571.3
0.6750        -1159.325    -1169.440       10.115   571.2
0.6800        -1159.273    -1169.417       10.144   572.8
0.6850        -1159.236    -1169.730       10.494   592.6
0.6900        -1159.249    -1170.280       11.032   623.0
0.6950        -1159.296    -1170.400       11.104   627.0
0.7000        -1159.325    -1169.996       10.671   602.6
0.7050        -1159.314    -1169.782       10.469   591.2
0.7100        -1159.310    -1170.123       10.813   610.6
0.7150        -1159.346    -1170.521       11.175   631.1
0.7200        -1159.403    -1170.600       11.197   632.3
0.7250        -1159.455    -1170.590       11.134   628.8
0.7300        -1159.507    -1170.700       11.193   632.1
0.7350        -1159.567    -1170.816       11.249   635.2
0.7400        -1159.623    -1170.719       11.097   626.6
0.7450        -1159.661    -1170.597       10.936   617.6
0.7500        -1159.688    -1170.565       10.877   614.2
0.7550        -1159.717    -1170.710       10.993   620.8
0.7600        -1159.764    -1170.983       11.220   633.6
0.7650        -1159.830    -1171.171       11.341   640.4
0.7700        -1159.896    -1171.103       11.207   632.8
0.7750        -1159.943    -1170.935       10.991   620.7
0.7800        -1159.976    -1170.965       10.989   620.6
0.7850        -1160.020    -1171.200       11.180   631.3
0.7900        -1160.075    -1171.166       11.091   626.3
0.7950        -1160.102    -1170.713       10.612   599.2
0.8000        -1160.075    -1170.190       10.115   571.2
0.8050        -1160.016    -1170.010        9.994   564.4
0.8100        -1159.953    -1169.938        9.986   563.9
0.8150        -1159.885    -1169.731        9.847   556.0
0.8200        -1159.800    -1169.502        9.702   547.9
0.8250        -1159.708    -1169.404        9.696   547.6
0.8300        -1159.615    -1169.319        9.704   548.0
0.8350        -1159.522    -1169.208        9.687   547.0
0.8400        -1159.426    -1169.167        9.741   550.1
0.8450        -1159.352    -1169.455       10.103   570.5
0.8500        -1159.321    -1169.915       10.594   598.2
0.8550        -1159.340    -1170.371       11.032   623.0
0.8600        -1159.388    -1170.500       11.113   627.5
0.8650        -1159.424    -1170.177       10.752   607.2
0.8700        -1159.411    -1169.587       10.176   574.6
0.8750        -1159.353    -1169.274        9.921   560.2
0.8800        -1159.289    -1169.378       10.090   569.8
0.8850        -1159.256    -1169.795       10.539   595.2
0.8900        -1159.270    -1170.252       10.983   620.2
0.8950        -1159.322    -1170.592       11.270   636.4
0.9000        -1159.387    -1170.602       11.215   633.3
0.9050        -1159.443    -1170.537       11.095   626.5
0.9100        -1159.486    -1170.482       10.995   620.9
0.9150        -1159.525    -1170.531       11.006   621.5
0.9200        -1159.568    -1170.672       11.104   627.1
0.9250        -1159.622    -1170.782       11.160   630.2
0.9300        -1159.671    -1170.692       11.020   622.3
0.9350        -1159.705    -1170.593       10.888   614.8
0.9400        -1159.727    -1170.505       10.779   608.7
0.9450        -1159.741    -1170.484       10.743   606.7
0.9500        -1159.747    -1170.381       10.633   600.5
0.9550        -1159.748    -1170.387       10.639   600.8
0.9600        -1159.766    -1170.833       11.067   624.9
0.9650        -1159.836    -1171.389       11.552   652.4
0.9700        -1159.929    -1171.352       11.423   645.0
0.9750        -1159.987    -1170.851       10.864   613.5
0.9800        -1159.979    -1170.132       10.153   573.3
0.9850        -1159.909    -1169.628        9.720   548.9
0.9900        -1159.823    -1169.717        9.894   558.7
0.9950        -1159.772    -1170.060       10.287   580.9
1.0000        -1159.743    -1170.035       10.292   581.2
1.0050        -1159.707    -1169.958       10.251   578.9
1.0100        -1159.676    -1170.045       10.369   585.5
1.0150        -1159.655    -1170.105       10.450   590.1
1.0200        -1159.632    -1169.931       10.299   581.6
1.0250        -1159.597    -1169.913       10.317   582.6
1.0300        -1159.582    -1170.299       10.717   605.2
1.0350        -1159.610    -1170.644       11.034   623.1
1.0400        -1159.639    -1170.331       10.692   603.8
1.0450        -1159.620    -1169.712       10.092   569.9
1.0500        -1159.544    -1169.239        9.694   547.4
1.0550        -1159.451    -1169.167        9.716   548.7
1.0600        -1159.371    -1169.308        9.938   561.2
1.0650        -1159.307    -1169.324       10.018   565.7
1.0700        -1159.252    -1169.383       10.131   572.1
1.0750        -1159.214    -1169.621       10.406   587.6
1.0800        -1159.216    -1170.147       10.931   617.3
1.0850        -1159.270    -1170.645       11.375   642.4
1.0900        -1159.359    -1170.905       11.547   652.0
1.0950        -1159.444    -1170.764       11.320   639.2
1.1000        -1159.499    -1170.469       10.970   619.5
1.1050        -1159.521    -1170.194       10.673   602.7
1.1100        -1159.516    -1169.963       10.447   589.9
1.1150        -1159.489    -1169.769       10.280   580.5
1.1200        -1159.465    -1170.045       10.579   597.4
1.1250        -1159.485    -1170.676       11.190   631.9
1.1300        -1159.570    -1171.242       11.673   659.2
1.1350        -1159.669    -1171.083       11.414   644.5
1.1400        -1159.727    -1170.750       11.023   622.5
1.1450        -1159.766    -1170.826       11.060   624.6
1.1500        -1159.823    -1171.119       11.297   637.9
1.1550        -1159.887    -1171.004       11.118   627.8
1.1600        -1159.919    -1170.733       10.814   610.6
1.1650        -1159.943    -1170.893       10.950   618.3
1.1700        -1159.987    -1171.137       11.150   629.6
1.1750        -1160.035    -1171.019       10.984   620.2
1.1800        -1160.058    -1170.725       10.667   602.4
1.1850        -1160.049    -1170.453       10.405   587.5
1.1900        -1160.028    -1170.510       10.483   592.0
1.1950        -1160.019    -1170.526       10.507   593.3
1.2000        -1159.997    -1170.255       10.258   579.3
1.2050        -1159.947    -1169.916        9.969   562.9
1.2100        -1159.874    -1169.690        9.817   554.3
1.2150        -1159.784    -1169.410        9.626   543.6
1.2200        -1159.679    -1169.225        9.545   539.0
1.2250        -1159.576    -1169.269        9.693   547.4
1.2300        -1159.501    -1169.598       10.097   570.2
1.2350        -1159.465    -1169.844       10.379   586.1
1.2400        -1159.441    -1169.727       10.286   580.8
1.2450        -1159.392    -1169.374        9.982   563.7
1.2500        -1159.327    -1169.335       10.008   565.1
1.2550        -1159.282    -1169.666       10.384   586.4
1.2600        -1159.280    -1170.118       10.837   612.0
1.2650        -1159.311    -1170.258       10.947   618.2
1.2700        -1159.338    -1170.121       10.783   608.9
1.2750        -1159.345    -1170.017       10.672   602.6
1.2800        -1159.357    -1170.203       10.846   612.5
1.2850        -1159.381    -1170.236       10.855   613.0
1.2900        -1159.402    -1170.270       10.868   613.7
1.2950        -1159.430    -1170.380       10.950   618.3
1.3000        -1159.467    -1170.496       11.028   622.8
1.3050        -1159.501    -1170.328       10.827   611.4
1.3100        -1159.506    -1170.059       10.553   595.9
1.3150        -1159.500    -1170.141       10.641   600.9
1.3200        -1159.509    -1170.281       10.772   608.3
1.3250        -1159.518    -1170.134       10.615   599.4
1.3300        -1159.512    -1170.088       10.576   597.2
1.3350        -1159.518    -1170.384       10.866   613.6
1.3400        -1159.563    -1170.875       11.312   638.8
1.3450        -1159.643    -1171.132       11.489   648.8
1.3500        -1159.719    -1170.910       11.191   632.0
1.3550        -1159.756    -1170.593       10.837   612.0
1.3600        -1159.776    -1170.659       10.882   614.5
1.3650        -1159.807    -1170.773       10.966   619.2
1.3700        -1159.835    -1170.639       10.804   610.1
1.3750        -1159.841    -1170.387       10.547   595.6
1.3800        -1159.822    -1170.161       10.339   583.9
1.3850        -1159.786    -1169.974       10.187   575.3
1.3900        -1159.739    -1169.949       10.209   576.5
1.3950        -1159.716    -1170.411       10.696   604.0
1.4000        -1159.749    -1170.927       11.178   631.2
1.4050        -1159.797    -1170.693       10.896   615.3
1.4100        -1159.795    -1170.108       10.313   582.4
1.4150        -1159.754    -1169.956       10.202   576.1
1.4200        -1159.724    -1170.204       10.480   591.8
1.4250        -1159.714    -1170.251       10.537   595.0
1.4300        -1159.700    -1170.130       10.430   589.0
1.4350        -1159.679    -1170.119       10.439   589.5
1.4400        -1159.663    -1170.139       10.476   591.6
1.4450        -1159.647    -1170.075       10.429   588.9
1.4500        -1159.626    -1170.065       10.439   589.5
1.4550        -1159.611    -1170.136       10.525   594.4
1.4600        -1159.601    -1170.103       10.502   593.1
1.4650        -1159.587    -1170.118       10.530   594.7
1.4700        -1159.586    -1170.282       10.696   604.0
1.4750        -1159.591    -1170.166       10.575   597.2
1.4800        -1159.569    -1169.800       10.230   577.7
1.4850        -1159.524    -1169.701       10.177   574.7
1.4900        -1159.488    -1169.859       10.370   585.6
1.4950        -1159.470    -1169.999       10.528   594.5
1.5000        -1159.472    -1170.280       10.808   610.3
1.5050        -1159.503    -1170.552       11.048   623.9
1.5100        -1159.545    -1170.528       10.983   620.2
1.5150        -1159.569    -1170.279       10.710   604.8
1.5200        -1159.563    -1169.998       10.434   589.2
1.5250        -1159.536    -1169.818       10.282   580.6
1.5300        -1159.498    -1169.748       10.250   578.8
1.5350        -1159.463    -1169.805       10.342   584.0
1.5400        -1159.442    -1169.971       10.530   594.6
1.5450        -1159.445    -1170.269       10.823   611.2
1.5500        -1159.474    -1170.455       10.981   620.1
1.5550        -1159.510    -1170.455       10.945   618.0
1.5600        -1159.533    -1170.244       10.711   604.9
1.5650        -1159.529    -1169.981       10.452   590.2
1.5700        -1159.505    -1169.862       10.357   584.9
1.5750        -1159.485    -1170.039       10.554   596.0
1.5800        -1159.488    -1170.264       10.777   608.6
1.5850        -1159.507    -1170.324       10.816   610.8
1.5900        -1159.520    -1170.236       10.715   605.1
1.5950        -1159.531    -1170.279       10.748   606.9
1.6000        -1159.540    -1170.228       10.689   603.6
1.6050        -1159.553    -1170.420       10.866   613.6
1.6100        -1159.586    -1170.596       11.010   621.7
1.6150        -1159.626    -1170.603       10.978   619.9
1.6200        -1159.656    -1170.509       10.853   612.9
1.6250        -1159.677    -1170.459       10.782   608.8
1.6300        -1159.683    -1170.204       10.521   594.1
1.6350        -1159.665    -1170.014       10.349   584.4
1.6400        -1159.624    -1169.632       10.007   565.1
1.6450        -1159.555    -1169.504        9.949   561.8
1.6500        -1159.509    -1170.020       10.511   593.6
1.6550        -1159.533    -1170.759       11.226   633.9
1.6600        -1159.606    -1171.020       11.414   644.5
1.6650        -1159.679    -1170.934       11.255   635.6
1.6700        -1159.733    -1170.789       11.055   624.3
1.6750        -1159.770    -1170.651       10.880   614.4
1.6800        -1159.784    -1170.397       10.614   599.4
1.6850        -1159.776    -1170.291       10.515   593.8
1.6900        -1159.773    -1170.540       10.767   608.0
1.6950        -1159.805    -1170.956       11.151   629.7
1.7000        -1159.858    -1170.891       11.033   623.0
1.7050        -1159.873    -1170.367       10.494   592.6
1.7100        -1159.843    -1170.067       10.224   577.4
1.7150        -1159.806    -1170.188       10.382   586.3
1.7200        -1159.791    -1170.407       10.616   599.5
1.7250        -1159.798    -1170.564       10.766   608.0
1.7300        -1159.813    -1170.544       10.731   606.0
1.7350        -1159.813    -1170.318       10.505   593.2
1.7400        -1159.793    -1170.069       10.276   580.3
1.7450        -1159.749    -1169.859       10.110   570.9
1.7500        -1159.703    -1169.973       10.270   580.0
1.7550        -1159.684    -1170.261       10.577   597.3
1.7600        -1159.680    -1170.177       10.498   592.8
1.7650        -1159.653    -1169.851       10.198   575.9
1.7700        -1159.608    -1169.787       10.180   574.8
1.7750        -1159.565    -1169.727       10.163   573.9
1.7800        -1159.505    -1169.295        9.790   552.8
1.7850        -1159.396    -1168.665        9.269   523.4
1.7900        -1159.254    -1168.490        9.237   521.6
1.7950        -1159.135    -1168.872        9.737   549.9
1.8000        -1159.073    -1169.373       10.300   581.6
1.8050        -1159.053    -1169.601       10.548   595.6
1.8100        -1159.056    -1169.927       10.871   613.9
1.8150        -1159.111    -1170.676       11.566   653.1
1.8200        -1159.233    -1171.328       12.095   683.0
1.8250        -1159.379    -1171.393       12.014   678.4
1.8300        -1159.498    -1171.036       11.537   651.5
1.8350        -1159.557    -1170.447       10.890   615.0
1.8400        -1159.578    -1170.380       10.802   610.0
1.8450        -1159.590    -1170.318       10.728   605.8
1.8500        -1159.602    -1170.379       10.777   608.6
1.8550        -1159.623    -1170.527       10.904   615.7
1.8600        -1159.663    -1170.820       11.157   630.0
1.8650        -1159.735    -1171.245       11.510   650.0
1.8700        -1159.834    -1171.439       11.605   655.3
1.8750        -1159.918    -1171.113       11.196   632.2
1.8800        -1159.958    -1170.857       10.899   615.5
1.8850        -1159.986    -1170.940       10.955   618.6
1.8900        -1160.022    -1171.036       11.014   622.0
1.8950        -1160.048    -1170.795       10.747   606.9
1.9000        -1160.054    -1170.813       10.759   607.6
1.9050        -1160.084    -1171.247       11.163   630.3
1.9100        -1160.142    -1171.275       11.133   628.7
1.9150        -1160.162    -1170.540       10.378   586.0
1.9200        -1160.099    -1169.804        9.705   548.0
1.9250        -1160.009    -1169.897        9.888   558.4
1.9300        -1159.959    -1170.346       10.387   586.5
1.9350        -1159.944    -1170.441       10.497   592.8
1.9400        -1159.922    -1170.208       10.286   580.9
1.9450        -1159.883    -1170.065       10.182   575.0
1.9500        -1159.846    -1170.195       10.349   584.4
1.9550        -1159.825    -1170.197       10.372   585.7
1.9600        -1159.778    -1169.578        9.800   553.4
1.9650        -1159.669    -1169.001        9.331   526.9
1.9700        -1159.547    -1169.181        9.633   544.0
1.9750        -1159.482    -1169.817       10.335   583.6
1.9800        -1159.468    -1169.975       10.507   593.3
1.9850        -1159.442    -1169.618       10.176   574.6
1.9900        -1159.388    -1169.468       10.080   569.2
1.9950        -1159.354    -1169.973       10.619   599.6
2.0000        -1159.379    -1170.469       11.090   626.2
2.0050        -1159.425    -1170.418       10.993   620.8
2.0100        -1159.448    -1170.191       10.743   606.7
2.0150        -1159.461    -1170.342       10.880   614.4
2.0200        -1159.497    -1170.548       11.051   624.0
2.0250        -1159.528    -1170.269       10.741   606.6
2.0300        -1159.520    -1169.976       10.456   590.4
2.0350        -1159.518    -1170.469       10.951   618.4
2.0400        -1159.585    -1171.198       11.614   655.8
2.0450        -1159.682    -1171.110       11.428   645.3
2.0500        -1159.723    -1170.191       10.468   591.1
2.0550        -1159.662    -1169.237        9.575   540.7
2.0600        -1159.546    -1169.021        9.475   535.0
2.0650        -1159.455    -1169.529       10.074   568.9
2.0700        -1159.437    -1170.302       10.865   613.5
2.0750        -1159.491    -1170.959       11.468   647.6
2.0800        -1159.596    -1171.461       11.865   670.0
2.0850        -1159.730    -1171.717       11.987   676.9
2.0900        -1159.854    -1171.483       11.629   656.7
2.0950        -1159.928    -1170.969       11.040   623.4
2.1000        -1159.949    -1170.609       10.660   602.0
2.1050        -1159.953    -1170.714       10.761   607.7
2.1100        -1159.984    -1171.148       11.164   630.4
2.1150        -1160.047    -1171.297       11.250   635.3
2.1200        -1160.086    -1170.726       10.640   600.9
2.1250        -1160.045    -1169.819        9.774   551.9
2.1300        -1159.940    -1169.459        9.519   537.5
2.1350        -1159.841    -1169.659        9.818   554.4
2.1400        -1159.768    -1169.725        9.957   562.3
2.1450        -1159.703    -1169.766       10.063   568.3
2.1500        -1159.664    -1170.219       10.555   596.0
2.1550        -1159.686    -1170.848       11.162   630.3
2.1600        -1159.750    -1171.031       11.281   637.0
2.1650        -1159.798    -1170.646       10.848   612.6
2.1700        -1159.797    -1170.209       10.412   588.0
2.1750        -1159.771    -1170.154       10.384   586.4
2.1800        -1159.752    -1170.258       10.506   593.3
2.1850        -1159.737    -1170.082       10.345   584.2
2.1900        -1159.690    -1169.612        9.922   560.3
2.1950        -1159.608    -1169.325        9.717   548.7
2.2000        -1159.522    -1169.367        9.846   556.0
2.2050        -1159.459    -1169.632       10.173   574.5
2.2100        -1159.430    -1169.892       10.463   590.8
2.2150        -1159.419    -1169.947       10.529   594.5
2.2200        -1159.412    -1170.039       10.627   600.1
2.2250        -1159.428    -1170.406       10.978   619.9
2.2300        -1159.473    -1170.618       11.144   629.3
2.2350        -1159.519    -1170.500       10.981   620.1
2.2400        -1159.544    -1170.291       10.747   606.9
2.2450        -1159.550    -1170.204       10.654   601.6
2.2500        -1159.561    -1170.380       10.819   611.0
2.2550        -1159.582    -1170.368       10.786   609.1
2.2600        -1159.586    -1170.066       10.481   591.8
2.2650        -1159.563    -1169.892       10.328   583.2
