Epoch,Train Loss,Validation Loss
0,24.461902,21.037044
1,23.692886,19.633942
2,20.057121,13.81064
3,11.202104,5.761063
4,5.126862,5.595955
5,4.734043,5.757663
6,4.529693,5.762952
7,4.493369,5.839955
8,4.360538,5.828286
9,4.293996,5.890294
10,4.128866,5.860294
11,4.008195,5.766534
12,3.905576,5.801286
13,3.812193,5.758825
14,3.736093,5.698383
15,3.677501,5.692711
16,3.651671,5.697001
17,3.641794,5.695783
