Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.1450        -1154.062    -1166.450       12.388   699.5
0.1500        -1153.904    -1166.750       12.847   725.4
0.1550        -1153.787    -1167.122       13.335   753.0
0.1600        -1153.731    -1167.564       13.833   781.1
0.1650        -1153.698    -1167.447       13.749   776.4
0.1700        -1153.642    -1166.966       13.324   752.4
0.1750        -1153.538    -1166.404       12.866   726.5
0.1800        -1153.404    -1166.129       12.725   718.6
0.1850        -1153.262    -1166.029       12.768   721.0
0.1900        -1153.139    -1166.194       13.056   737.3
0.1950        -1153.046    -1166.412       13.366   754.8
0.2000        -1152.990    -1166.726       13.736   775.7
0.2050        -1152.968    -1166.972       14.003   790.8
0.2100        -1152.964    -1167.087       14.123   797.5
0.2150        -1152.965    -1167.129       14.164   799.9
0.2200        -1152.981    -1167.473       14.492   818.4
0.2250        -1153.028    -1167.834       14.806   836.1
0.2300        -1153.112    -1168.304       15.193   857.9
0.2350        -1153.230    -1168.889       15.659   884.2
0.2400        -1153.413    -1169.872       16.459   929.4
0.2450        -1153.644    -1170.160       16.516   932.6
0.2500        -1153.844    -1169.659       15.816   893.1
0.2550        -1153.965    -1169.085       15.120   853.8
0.2600        -1154.046    -1169.140       15.094   852.4
0.2650        -1154.162    -1169.668       15.506   875.6
0.2700        -1154.313    -1169.899       15.586   880.1
0.2750        -1154.438    -1169.571       15.133   854.6
0.2800        -1154.501    -1169.033       14.531   820.6
0.2850        -1154.524    -1168.987       14.463   816.7
0.2900        -1154.545    -1168.867       14.322   808.8
0.2950        -1154.531    -1168.418       13.886   784.2
0.3000        -1154.491    -1168.192       13.701   773.7
0.3050        -1154.430    -1167.955       13.524   763.7
0.3100        -1154.361    -1167.533       13.171   743.8
0.3150        -1154.221    -1166.336       12.115   684.1
0.3200        -1153.990    -1165.595       11.605   655.3
0.3250        -1153.748    -1165.701       11.953   675.0
0.3300        -1153.565    -1166.259       12.694   716.8
0.3350        -1153.439    -1166.475       13.036   736.1
0.3400        -1153.337    -1166.573       13.237   747.5
0.3450        -1153.242    -1166.542       13.300   751.0
0.3500        -1153.157    -1166.482       13.325   752.5
0.3550        -1153.049    -1165.927       12.879   727.2
0.3600        -1152.906    -1165.579       12.673   715.7
0.3650        -1152.748    -1165.419       12.672   715.6
0.3700        -1152.617    -1165.751       13.134   741.7
0.3750        -1152.530    -1166.101       13.572   766.4
0.3800        -1152.484    -1166.297       13.813   780.0
0.3850        -1152.418    -1165.668       13.250   748.2
0.3900        -1152.294    -1165.155       12.861   726.3
0.3950        -1152.174    -1165.555       13.382   755.7
0.4000        -1152.121    -1166.241       14.120   797.3
0.4050        -1152.153    -1167.035       14.882   840.4
0.4100        -1152.226    -1167.308       15.082   851.7
0.4150        -1152.305    -1167.353       15.048   849.7
0.4200        -1152.379    -1167.329       14.950   844.2
0.4250        -1152.447    -1167.444       14.997   846.9
0.4300        -1152.538    -1167.833       15.295   863.7
0.4350        -1152.635    -1167.601       14.966   845.1
0.4400        -1152.695    -1167.370       14.675   828.7
0.4450        -1152.726    -1167.155       14.430   814.8
0.4500        -1152.750    -1167.313       14.564   822.4
0.4550        -1152.791    -1167.479       14.688   829.4
0.4600        -1152.835    -1167.460       14.625   825.9
0.4650        -1152.858    -1167.047       14.190   801.3
0.4700        -1152.826    -1166.582       13.756   776.8
0.4750        -1152.777    -1166.647       13.870   783.2
0.4800        -1152.763    -1167.197       14.434   815.1
0.4850        -1152.794    -1167.352       14.558   822.1
0.4900        -1152.813    -1167.031       14.218   802.9
0.4950        -1152.791    -1166.662       13.871   783.3
0.5000        -1152.775    -1167.044       14.269   805.8
0.5050        -1152.810    -1167.566       14.757   833.3
0.5100        -1152.873    -1167.612       14.739   832.3
0.5150        -1152.911    -1167.183       14.272   805.9
0.5200        -1152.913    -1167.163       14.250   804.7
0.5250        -1152.932    -1167.604       14.672   828.5
0.5300        -1152.999    -1168.093       15.094   852.4
0.5350        -1153.074    -1167.861       14.786   835.0
0.5400        -1153.097    -1167.274       14.178   800.6
0.5450        -1153.085    -1167.212       14.127   797.8
0.5500        -1153.091    -1167.773       14.681   829.1
0.5550        -1153.169    -1168.439       15.270   862.3
0.5600        -1153.269    -1168.378       15.109   853.2
0.5650        -1153.348    -1167.975       14.628   826.0
0.5700        -1153.372    -1167.637       14.265   805.6
0.5750        -1153.391    -1167.736       14.345   810.1
0.5800        -1153.411    -1167.610       14.200   801.8
0.5850        -1153.402    -1167.221       13.818   780.3
0.5900        -1153.358    -1166.784       13.427   758.2
0.5950        -1153.283    -1166.655       13.372   755.1
0.6000        -1153.196    -1166.502       13.306   751.4
0.6050        -1153.098    -1166.200       13.103   739.9
0.6100        -1152.988    -1165.978       12.990   733.5
0.6150        -1152.885    -1166.130       13.245   748.0
0.6200        -1152.811    -1166.380       13.569   766.3
0.6250        -1152.747    -1166.178       13.431   758.4
0.6300        -1152.660    -1165.875       13.215   746.3
0.6350        -1152.559    -1165.790       13.231   747.1
0.6400        -1152.475    -1166.033       13.558   765.6
0.6450        -1152.429    -1166.321       13.892   784.5
0.6500        -1152.398    -1166.295       13.897   784.7
0.6550        -1152.356    -1166.050       13.694   773.3
0.6600        -1152.305    -1166.126       13.821   780.5
0.6650        -1152.281    -1166.489       14.208   802.3
0.6700        -1152.300    -1166.946       14.646   827.0
0.6750        -1152.354    -1167.234       14.881   840.3
0.6800        -1152.428    -1167.525       15.097   852.5
0.6850        -1152.532    -1167.882       15.349   866.8
0.6900        -1152.654    -1167.904       15.250   861.2
0.6950        -1152.751    -1167.540       14.789   835.2
0.7000        -1152.801    -1167.259       14.459   816.5
0.7050        -1152.835    -1167.402       14.567   822.6
0.7100        -1152.889    -1167.753       14.864   839.4
0.7150        -1152.964    -1168.022       15.059   850.4
0.7200        -1153.058    -1168.203       15.146   855.3
0.7250        -1153.144    -1168.097       14.953   844.4
0.7300        -1153.192    -1167.540       14.348   810.2
0.7350        -1153.168    -1166.919       13.750   776.5
0.7400        -1153.128    -1167.033       13.906   785.2
0.7450        -1153.109    -1167.432       14.322   808.8
0.7500        -1153.143    -1167.752       14.610   825.0
0.7550        -1153.165    -1167.488       14.323   808.8
0.7600        -1153.163    -1167.212       14.049   793.3
0.7650        -1153.144    -1167.322       14.179   800.7
0.7700        -1153.157    -1167.571       14.414   813.9
0.7750        -1153.165    -1167.298       14.133   798.1
0.7800        -1153.155    -1167.147       13.992   790.1
0.7850        -1153.143    -1167.289       14.146   798.8
0.7900        -1153.166    -1167.547       14.381   812.1
0.7950        -1153.179    -1167.229       14.051   793.4
0.8000        -1153.166    -1167.126       13.960   788.3
0.8050        -1153.152    -1167.234       14.081   795.2
0.8100        -1153.159    -1167.551       14.392   812.7
0.8150        -1153.171    -1167.473       14.302   807.6
0.8200        -1153.171    -1167.328       14.157   799.5
0.8250        -1153.172    -1167.619       14.446   815.8
0.8300        -1153.220    -1168.031       14.811   836.4
0.8350        -1153.280    -1168.083       14.803   835.9
0.8400        -1153.311    -1167.558       14.247   804.5
0.8450        -1153.303    -1167.297       13.994   790.2
0.8500        -1153.271    -1166.857       13.587   767.2
0.8550        -1153.172    -1165.923       12.751   720.1
0.8600        -1152.998    -1165.238       12.240   691.2
0.8650        -1152.818    -1165.553       12.734   719.1
0.8700        -1152.706    -1166.219       13.513   763.1
0.8750        -1152.675    -1166.818       14.143   798.7
0.8800        -1152.683    -1166.896       14.213   802.6
0.8850        -1152.693    -1166.963       14.270   805.8
0.8900        -1152.714    -1167.132       14.417   814.1
0.8950        -1152.749    -1167.183       14.434   815.1
0.9000        -1152.753    -1166.723       13.970   788.9
0.9050        -1152.734    -1166.837       14.103   796.4
0.9100        -1152.740    -1167.015       14.275   806.1
0.9150        -1152.768    -1167.568       14.800   835.7
0.9200        -1152.851    -1167.910       15.060   850.4
0.9250        -1152.929    -1167.811       14.882   840.4
0.9300        -1152.986    -1167.594       14.608   824.9
0.9350        -1153.028    -1167.698       14.670   828.4
0.9400        -1153.077    -1167.643       14.566   822.5
0.9450        -1153.101    -1167.477       14.376   811.8
0.9500        -1153.121    -1167.433       14.312   808.2
0.9550        -1153.132    -1167.583       14.452   816.1
0.9600        -1153.178    -1168.005       14.827   837.3
0.9650        -1153.231    -1167.756       14.524   820.2
0.9700        -1153.237    -1167.148       13.911   785.5
0.9750        -1153.176    -1166.591       13.415   757.5
0.9800        -1153.102    -1166.559       13.457   759.9
0.9850        -1153.024    -1166.572       13.548   765.1
0.9900        -1152.963    -1166.487       13.524   763.7
0.9950        -1152.878    -1166.094       13.216   746.3
1.0000        -1152.786    -1166.093       13.306   751.4
1.0050        -1152.706    -1166.182       13.475   761.0
1.0100        -1152.651    -1166.375       13.723   775.0
1.0150        -1152.611    -1166.347       13.736   775.7
1.0200        -1152.557    -1166.076       13.518   763.4
1.0250        -1152.498    -1166.277       13.779   778.1
1.0300        -1152.501    -1167.197       14.696   829.9
1.0350        -1152.584    -1167.836       15.251   861.2
1.0400        -1152.686    -1167.641       14.955   844.5
1.0450        -1152.739    -1167.227       14.488   818.1
1.0500        -1152.778    -1167.491       14.713   830.9
1.0550        -1152.846    -1167.766       14.919   842.5
1.0600        -1152.913    -1167.442       14.529   820.5
1.0650        -1152.920    -1166.927       14.007   791.0
1.0700        -1152.923    -1167.331       14.409   813.7
1.0750        -1152.961    -1167.517       14.556   822.0
1.0800        -1152.983    -1167.001       14.018   791.6
1.0850        -1152.937    -1166.455       13.518   763.3
1.0900        -1152.891    -1166.853       13.962   788.4
1.0950        -1152.896    -1167.254       14.358   810.8
1.1000        -1152.918    -1167.223       14.305   807.8
1.1050        -1152.925    -1167.183       14.258   805.1
1.1100        -1152.958    -1167.687       14.728   831.7
1.1150        -1153.025    -1167.925       14.900   841.4
1.1200        -1153.093    -1167.814       14.722   831.3
1.1250        -1153.135    -1167.648       14.513   819.5
1.1300        -1153.175    -1167.818       14.643   826.9
1.1350        -1153.217    -1167.709       14.492   818.4
1.1400        -1153.231    -1167.266       14.035   792.6
1.1450        -1153.195    -1166.851       13.655   771.1
1.1500        -1153.148    -1166.932       13.785   778.4
1.1550        -1153.128    -1167.337       14.209   802.4
1.1600        -1153.159    -1167.802       14.644   826.9
1.1650        -1153.186    -1167.260       14.074   794.7
1.1700        -1153.171    -1167.216       14.046   793.2
1.1750        -1153.185    -1167.674       14.489   818.2
1.1800        -1153.233    -1167.905       14.672   828.5
1.1850        -1153.247    -1166.942       13.695   773.4
1.1900        -1153.157    -1166.320       13.162   743.3
1.1950        -1153.093    -1167.161       14.069   794.4
1.2000        -1153.091    -1167.456       14.365   811.2
1.2050        -1153.107    -1167.099       13.992   790.1
1.2100        -1153.046    -1166.297       13.251   748.3
1.2150        -1152.974    -1166.558       13.584   767.1
1.2200        -1152.921    -1166.477       13.555   765.5
1.2250        -1152.868    -1166.305       13.437   758.8
1.2300        -1152.789    -1166.309       13.520   763.5
1.2350        -1152.726    -1166.455       13.730   775.3
1.2400        -1152.708    -1166.870       14.162   799.7
1.2450        -1152.712    -1167.001       14.289   806.9
1.2500        -1152.721    -1166.823       14.102   796.4
1.2550        -1152.721    -1166.780       14.059   793.9
1.2600        -1152.727    -1167.000       14.273   806.0
1.2650        -1152.761    -1167.320       14.559   822.2
1.2700        -1152.822    -1167.582       14.759   833.5
1.2750        -1152.893    -1167.487       14.594   824.1
1.2800        -1152.931    -1167.093       14.162   799.7
1.2850        -1152.909    -1166.479       13.570   766.3
1.2900        -1152.841    -1166.311       13.470   760.6
1.2950        -1152.776    -1166.302       13.526   763.8
1.3000        -1152.699    -1166.081       13.382   755.7
1.3050        -1152.615    -1165.880       13.264   749.0
1.3100        -1152.512    -1165.764       13.252   748.3
1.3150        -1152.435    -1166.009       13.574   766.5
1.3200        -1152.379    -1166.300       13.922   786.1
1.3250        -1152.396    -1167.180       14.784   834.9
1.3300        -1152.491    -1167.886       15.395   869.4
1.3350        -1152.651    -1168.640       15.989   902.9
1.3400        -1152.844    -1168.731       15.888   897.2
1.3450        -1153.005    -1168.446       15.442   872.0
1.3500        -1153.086    -1167.671       14.585   823.6
1.3550        -1153.119    -1167.726       14.607   824.9
1.3600        -1153.170    -1168.092       14.922   842.6
1.3650        -1153.262    -1168.694       15.432   871.4
1.3700        -1153.384    -1168.740       15.356   867.2
1.3750        -1153.478    -1168.363       14.884   840.5
1.3800        -1153.507    -1167.711       14.204   802.1
1.3850        -1153.487    -1167.419       13.932   786.8
1.3900        -1153.445    -1167.147       13.703   773.8
1.3950        -1153.379    -1166.929       13.549   765.1
1.4000        -1153.308    -1166.832       13.525   763.7
1.4050        -1153.244    -1167.020       13.775   777.9
1.4100        -1153.228    -1167.427       14.199   801.8
1.4150        -1153.227    -1167.226       13.999   790.5
1.4200        -1153.186    -1166.558       13.371   755.1
1.4250        -1153.089    -1166.104       13.015   734.9
1.4300        -1153.001    -1166.716       13.715   774.5
1.4350        -1152.987    -1167.204       14.216   802.8
1.4400        -1152.978    -1166.723       13.744   776.1
1.4450        -1152.890    -1165.713       12.824   724.1
1.4500        -1152.753    -1165.661       12.908   728.9
1.4550        -1152.664    -1166.413       13.749   776.4
1.4600        -1152.660    -1167.162       14.502   818.9
1.4650        -1152.676    -1166.687       14.011   791.2
1.4700        -1152.637    -1166.191       13.554   765.4
1.4750        -1152.586    -1166.676       14.090   795.7
1.4800        -1152.629    -1167.929       15.300   864.0
1.4850        -1152.747    -1168.034       15.287   863.3
1.4900        -1152.806    -1167.036       14.230   803.6
1.4950        -1152.776    -1166.370       13.595   767.7
1.5000        -1152.715    -1166.494       13.779   778.1
1.5050        -1152.683    -1166.721       14.039   792.8
1.5100        -1152.653    -1166.594       13.941   787.3
1.5150        -1152.624    -1166.580       13.956   788.1
1.5200        -1152.598    -1166.552       13.955   788.0
1.5250        -1152.570    -1166.325       13.754   776.7
1.5300        -1152.506    -1165.938       13.432   758.5
1.5350        -1152.461    -1166.339       13.879   783.7
1.5400        -1152.459    -1166.586       14.128   797.8
1.5450        -1152.464    -1166.579       14.116   797.1
1.5500        -1152.470    -1166.699       14.229   803.5
1.5550        -1152.504    -1167.292       14.788   835.1
1.5600        -1152.601    -1167.914       15.313   864.7
1.5650        -1152.728    -1168.077       15.349   866.8
1.5700        -1152.796    -1167.122       14.326   809.0
1.5750        -1152.794    -1167.048       14.253   804.9
1.5800        -1152.826    -1167.420       14.593   824.1
1.5850        -1152.849    -1166.938       14.088   795.6
1.5900        -1152.823    -1166.402       13.578   766.8
1.5950        -1152.772    -1166.621       13.849   782.0
1.6000        -1152.790    -1167.731       14.941   843.7
1.6050        -1152.886    -1168.129       15.242   860.7
1.6100        -1152.997    -1168.506       15.510   875.8
1.6150        -1153.146    -1168.873       15.727   888.1
1.6200        -1153.291    -1168.603       15.312   864.7
1.6250        -1153.385    -1168.114       14.729   831.8
1.6300        -1153.431    -1167.582       14.151   799.1
1.6350        -1153.409    -1167.009       13.600   768.0
1.6400        -1153.362    -1166.979       13.617   768.9
1.6450        -1153.318    -1166.860       13.542   764.7
1.6500        -1153.253    -1166.424       13.171   743.8
1.6550        -1153.158    -1166.170       13.012   734.8
1.6600        -1153.044    -1166.020       12.976   732.7
1.6650        -1152.929    -1165.913       12.985   733.2
1.6700        -1152.803    -1165.800       12.997   733.9
1.6750        -1152.697    -1166.129       13.432   758.5
1.6800        -1152.639    -1166.558       13.920   786.0
1.6850        -1152.622    -1166.880       14.258   805.1
1.6900        -1152.622    -1166.887       14.265   805.5
1.6950        -1152.621    -1166.782       14.160   799.6
1.7000        -1152.608    -1166.731       14.123   797.5
1.7050        -1152.608    -1166.838       14.230   803.6
1.7100        -1152.615    -1166.833       14.218   802.9
1.7150        -1152.627    -1166.927       14.300   807.5
1.7200        -1152.653    -1167.165       14.513   819.5
1.7250        -1152.716    -1167.739       15.023   848.3
1.7300        -1152.807    -1167.908       15.101   852.7
1.7350        -1152.897    -1167.865       14.968   845.2
1.7400        -1152.929    -1167.073       14.144   798.7
1.7450        -1152.887    -1166.346       13.459   760.0
1.7500        -1152.791    -1165.970       13.180   744.2
1.7550        -1152.688    -1165.963       13.276   749.7
1.7600        -1152.614    -1166.196       13.582   767.0
1.7650        -1152.572    -1166.397       13.824   780.6
1.7700        -1152.554    -1166.734       14.180   800.7
1.7750        -1152.584    -1167.100       14.516   819.7
1.7800        -1152.625    -1167.307       14.682   829.1
1.7850        -1152.673    -1167.267       14.593   824.1
1.7900        -1152.713    -1167.291       14.579   823.2
1.7950        -1152.752    -1167.181       14.429   814.8
1.8000        -1152.759    -1166.855       14.096   796.0
1.8050        -1152.740    -1166.487       13.747   776.3
1.8100        -1152.679    -1166.103       13.424   758.1
1.8150        -1152.602    -1166.057       13.455   759.8
1.8200        -1152.540    -1166.459       13.919   786.0
1.8250        -1152.531    -1166.800       14.270   805.8
1.8300        -1152.537    -1166.913       14.376   811.8
1.8350        -1152.559    -1167.084       14.526   820.3
1.8400        -1152.599    -1167.262       14.663   828.0
1.8450        -1152.652    -1167.253       14.601   824.5
1.8500        -1152.694    -1167.223       14.529   820.5
1.8550        -1152.739    -1167.429       14.690   829.6
1.8600        -1152.804    -1167.659       14.855   838.8
1.8650        -1152.877    -1167.693       14.816   836.7
1.8700        -1152.940    -1167.630       14.689   829.5
1.8750        -1152.988    -1167.396       14.408   813.6
1.8800        -1153.005    -1167.258       14.253   804.9
1.8850        -1153.031    -1167.704       14.673   828.6
1.8900        -1153.105    -1168.109       15.003   847.2
1.8950        -1153.181    -1167.869       14.688   829.4
1.9000        -1153.198    -1167.093       13.895   784.6
1.9050        -1153.152    -1166.612       13.460   760.1
1.9100        -1153.087    -1166.738       13.651   770.9
1.9150        -1153.077    -1167.465       14.388   812.5
1.9200        -1153.121    -1167.612       14.492   818.3
1.9250        -1153.153    -1167.346       14.193   801.5
1.9300        -1153.139    -1166.800       13.660   771.4
1.9350        -1153.073    -1166.436       13.363   754.6
1.9400        -1152.985    -1166.333       13.349   753.8
1.9450        -1152.920    -1166.679       13.758   776.9
1.9500        -1152.901    -1166.983       14.082   795.2
1.9550        -1152.903    -1167.094       14.191   801.3
1.9600        -1152.917    -1167.250       14.333   809.4
1.9650        -1152.926    -1166.948       14.022   791.8
1.9700        -1152.900    -1166.729       13.829   780.9
1.9750        -1152.880    -1166.945       14.066   794.3
1.9800        -1152.884    -1167.203       14.318   808.6
1.9850        -1152.915    -1167.485       14.570   822.7
1.9900        -1152.953    -1167.292       14.340   809.8
1.9950        -1152.949    -1166.789       13.840   781.6
2.0000        -1152.909    -1166.671       13.762   777.1
2.0050        -1152.872    -1166.713       13.840   781.6
2.0100        -1152.822    -1166.438       13.617   768.9
2.0150        -1152.760    -1166.435       13.675   772.2
2.0200        -1152.714    -1166.704       13.990   790.0
2.0250        -1152.716    -1167.024       14.308   808.0
2.0300        -1152.726    -1166.838       14.112   796.9
2.0350        -1152.724    -1166.963       14.239   804.0
2.0400        -1152.745    -1167.228       14.482   817.8
2.0450        -1152.791    -1167.468       14.677   828.8
2.0500        -1152.854    -1167.653       14.799   835.7
2.0550        -1152.912    -1167.425       14.513   819.5
2.0600        -1152.921    -1166.829       13.908   785.4
2.0650        -1152.901    -1166.949       14.048   793.3
2.0700        -1152.905    -1167.278       14.373   811.7
2.0750        -1152.932    -1167.433       14.500   818.8
2.0800        -1152.956    -1167.157       14.201   801.9
2.0850        -1152.938    -1166.732       13.794   779.0
2.0900        -1152.905    -1166.727       13.822   780.5
2.0950        -1152.876    -1166.770       13.894   784.6
2.1000        -1152.857    -1166.822       13.964   788.6
2.1050        -1152.840    -1166.884       14.043   793.0
2.1100        -1152.852    -1167.327       14.475   817.4
2.1150        -1152.903    -1167.709       14.806   836.1
2.1200        -1152.978    -1167.831       14.853   838.7
2.1250        -1153.050    -1167.803       14.753   833.1
2.1300        -1153.118    -1168.001       14.883   840.4
2.1350        -1153.190    -1168.051       14.861   839.2
2.1400        -1153.252    -1167.939       14.687   829.4
2.1450        -1153.290    -1167.693       14.404   813.4
2.1500        -1153.298    -1167.456       14.158   799.5
2.1550        -1153.297    -1167.563       14.266   805.6
2.1600        -1153.309    -1167.823       14.515   819.6
2.1650        -1153.334    -1167.689       14.355   810.6
2.1700        -1153.321    -1167.042       13.721   774.8
2.1750        -1153.242    -1166.445       13.204   745.6
2.1800        -1153.145    -1166.577       13.432   758.5
2.1850        -1153.080    -1166.743       13.664   771.6
2.1900        -1153.017    -1166.513       13.496   762.1
2.1950        -1152.936    -1166.229       13.293   750.7
2.2000        -1152.836    -1166.069       13.233   747.3
2.2050        -1152.760    -1166.344       13.584   767.1
2.2100        -1152.707    -1166.566       13.858   782.6
2.2150        -1152.707    -1167.234       14.527   820.3
2.2200        -1152.740    -1167.164       14.424   814.5
2.2250        -1152.758    -1166.868       14.110   796.8
2.2300        -1152.728    -1166.222       13.494   762.0
2.2350        -1152.648    -1165.912       13.265   749.0
2.2400        -1152.576    -1166.222       13.646   770.6
2.2450        -1152.570    -1167.188       14.619   825.5
2.2500        -1152.647    -1167.725       15.078   851.4
2.2550        -1152.743    -1167.683       14.940   843.6
2.2600        -1152.798    -1167.174       14.376   811.8
2.2650        -1152.801    -1166.842       14.041   792.9
